# Number of Traces
472
# TraceId; FractureId1; FractureId2; X1; Y1; Z1; X2; Y2; Z2
65; 3; 45; -4.1831099005586181e-02; 7.8870391186243161e-01; 6.2451368277891550e-01; 4.2230253247484784e-01; 3.9489969150753695e-01; 7.5897910793591550e-01
66; 3; 47; 3.4147341103801093e-01; 3.3193717046595350e-01; 3.7432569487161765e-01; 6.9349380805930672e-01; 1.9275427121865624e-01; 9.1430837593477321e-01
67; 3; 48; 3.8280057554521585e-01; 2.9251228748317804e-01; 3.7432569487161765e-01; 1.9207033455077091e-01; 5.9523475024147865e-01; 7.0597991397119697e-01
68; 3; 49; -3.4014259727313464e-03; 8.2898784675909987e-01; 8.3581381438542501e-01; 6.2754880108568667e-03; 8.2837665985936859e-01; 8.5948627925244647e-01
69; 4; 5; 4.6389415097888786e-01; 6.9268269796932525e-01; 8.6179942810687349e-01; 6.2545103663029866e-01; 3.7138503411986112e-01; 7.7689597846165970e-01
70; 4; 9; 3.1482714663725087e-01; 5.2024545316518145e-01; 6.9501869969472840e-01; 3.3222783682268170e-01; 5.5880152275997430e-01; 7.2412022870665049e-01
71; 4; 10; 5.7777802399488509e-01; 2.6164469938719870e-01; 6.9501869969472840e-01; 4.8383322970183296e-01; 7.0900579405752584e-01; 8.8058344223123464e-01
72; 4; 13; 6.8587127495856781e-01; 1.5533968736967774e-01; 6.9501869969472840e-01; 8.1739800651622785e-01; 2.5927533929849528e-01; 8.1697178432241813e-01
73; 4; 14; 6.1517340304275958e-01; 2.2486797018678201e-01; 6.9501869969472840e-01; 1.0690357626944895e+00; 2.8139691733067224e-01; 9.5790626873801155e-01
74; 4; 16; 7.5385780248389844e-01; 8.8477893861052093e-02; 6.9501869969472840e-01; 8.8421809633527715e-01; 4.4813741157020281e-01; 9.5005458365164497e-01
75; 4; 17; 5.5963585564386720e-01; 7.9003494800563301e-01; 9.6191342713511785e-01; 9.9801172068563648e-01; 5.1739306829350062e-01; 1.0447615001974575e+00
76; 4; 18; 3.8219777862861004e-01; 4.7211626801758017e-01; 7.0449473818896469e-01; 5.0939049418120108e-01; 4.0137593893758317e-01; 7.3290584835305039e-01
77; 4; 23; 7.9927988754431800e-01; 4.3807248328972814e-02; 6.9501869969472840e-01; 9.5830621934835147e-01; 1.9270189856699926e-03; 7.5488281501409560e-01
78; 4; 26; 4.2913562750071199e-01; 6.5733947444535556e-01; 8.2545356610353937e-01; 5.5859453030240180e-01; 6.2729124999453945e-01; 8.7630199994249502e-01
79; 4; 28; 5.3310637647925663e-01; 3.0557732222585182e-01; 6.9501869969472840e-01; 5.8036380986385072e-01; 3.2237778816496621e-01; 7.2809697927517969e-01
80; 4; 29; 5.5850623568819402e-01; 2.8059766517624918e-01; 6.9501869969472840e-01; 1.0423631269215001e+00; 4.7908030157632708e-01; 1.0475347020236319e+00
81; 4; 32; 6.7605362585530315e-01; 1.6499491835405261e-01; 6.9501869969472840e-01; 1.4687414965162373e+00; -9.5587073289497726e-02; 9.6632754059203174e-01
82; 4; 33; 1.3234371730281480e+00; -2.4333567334908351e-01; 8.1438751663497644e-01; 7.9957020098879195e-01; 1.3630395255308825e-01; 7.4352162894876683e-01
83; 4; 35; 3.1231217474386036e-01; 5.3855084390356134e-01; 7.0329506603607950e-01; 6.9142226410614593e-01; 5.1568946456199938e-01; 8.8624936661939768e-01
84; 4; 36; 5.8769789182553511e-01; 2.5188894072929913e-01; 6.9501869969472840e-01; 7.8718383419360893e-01; 3.8240339543219748e-01; 8.6580484586992967e-01
85; 4; 37; 6.8974091348746380e-01; 1.5153406614309473e-01; 6.9501869969472840e-01; 8.7703288526000067e-01; 4.2501399086338432e-01; 9.3427255087296612e-01
86; 4; 40; 6.9325989956466516e-01; 9.2590678546831406e-01; 1.1016397611297764e+00; 8.8459777304635534e-01; 1.1400889322831760e-01; 7.7558040094500202e-01
87; 4; 42; 3.3357598082882839e-01; 5.0180679000831330e-01; 6.9501869969472840e-01; 7.7735368470998245e-01; 7.5720939030109691e-01; 1.0566850206680658e+00
88; 4; 43; 4.8349587551617740e-01; 7.1261415829765851e-01; 8.8229631646022999e-01; 9.5916642395182317e-01; 6.7759848224583341e-01; 1.1085397894129378e+00
89; 4; 44; 4.3323042378052362e-01; 4.0380097871914566e-01; 6.9501869969472840e-01; 8.1580119414813579e-01; 8.2083885981210114e-01; 1.1097143854893323e+00
90; 4; 47; 5.7071172211968180e-01; 2.6859410001180661e-01; 6.9501869969472840e-01; 1.0298643635474332e+00; 4.2699846651917867e-01; 1.0138825726727001e+00
91; 5; 10; 5.9058810128963191e-01; 4.2942778675005672e-01; 6.5491065861714337e-01; 4.5899331479123967e-01; 7.0830183624179965e-01; 9.3734858347017991e-01
92; 5; 17; 3.6941482526809627e-01; 8.8358822164602602e-01; 9.4884114155709876e-01; 4.4233807064313213e-01; 7.4936477389598843e-01; 1.0447615001974573e+00
93; 5; 18; 5.6486498989018663e-01; 4.7949695899645312e-01; 6.5491065861714337e-01; 6.2395499521358733e-01; 3.7061644062622645e-01; 7.3116023906664462e-01
94; 5; 21; 5.2732592637445164e-01; 5.5256548511488734e-01; 6.5491065861714337e-01; 4.6683267427925446e-01; 6.7528929029609441e-01; 7.1674000133760318e-01
95; 5; 25; 3.5323676487640016e-01; 8.9142418995510564e-01; 6.5491065861714337e-01; 2.6662386328589321e-01; 1.0792322251526629e+00; 8.9372904543905873e-01
96; 5; 26; 4.7024463384778303e-01; 6.7467028081985880e-01; 7.9157377941339757e-01; 5.5650602131044657e-01; 5.2840508145647114e-01; 1.0604730496697408e+00
97; 5; 29; 6.3477384230195877e-01; 3.7617463934175999e-01; 1.0619050737089655e+00; 6.2914864462278675e-01; 3.9504806912951668e-01; 1.1603724531918205e+00
98; 5; 30; 4.6282550975738329e-01; 6.9372670407383463e-01; 8.4892503301492628e-01; 1.6631611198204610e-01; 1.2993130668629227e+00; 1.2023360017799849e+00
99; 5; 34; 3.0193726227902251e-01; 9.9135777212046938e-01; 6.5591498944445692e-01; 1.2164276406352605e-01; 1.3959182310853322e+00; 1.3222487956077360e+00
100; 5; 35; 4.6224558580581365e-01; 6.7924218184822083e-01; 6.5491065861714337e-01; 5.8520329347108757e-01; 4.5852613819598947e-01; 8.8624936661939768e-01
101; 5; 42; 4.5727365419381316e-01; 6.8891987971349233e-01; 6.5491065861714337e-01; 5.7093172896932409e-01; 5.0002108410376667e-01; 1.0566850206680660e+00
102; 5; 43; 4.1289871770524078e-01; 7.7529420294241380e-01; 6.5491065861714337e-01; 5.0896140969331638e-01; 6.2960022326642617e-01; 1.1679740435271062e+00
103; 5; 44; 5.3318776242036792e-01; 5.4115561816273272e-01; 6.5491065861714337e-01; 5.7128390111725236e-01; 5.0360313588462913e-01; 1.1097143854893323e+00
104; 5; 45; 4.5873151171140814e-01; 7.1282220032621169e-01; 9.8718727345325197e-01; 5.6456835545518991e-01; 5.0326873089451263e-01; 9.4312881691262218e-01
105; 5; 48; 4.8888906176934604e-01; 6.2738155089478176e-01; 6.5491065861714337e-01; 4.5122633404601353e-01; 7.0747175277988150e-01; 7.3917235169736406e-01
106; 5; 49; 1.4806878059286682e-01; 1.2907767793451956e+00; 6.5491065861714337e-01; 1.9620996388755960e-01; 1.2135348252080562e+00; 8.5948627925244636e-01
107; 6; 20; 2.2972222286192923e-01; 7.7287282511317712e-01; -1.9404528350684166e-02; 2.9657754983339124e-01; 9.0477555487677985e-01; 4.0823828972872678e-03
108; 6; 31; 4.6856774050298777e-01; 6.1520400851644697e-01; -1.9404528350684166e-02; 4.8718853209635965e-01; 6.4749825309261977e-01; -1.3455762972678753e-02
109; 6; 46; 7.5693955604400154e-01; 1.3063728467241607e+00; 9.8210425840754553e-02; 7.1706819565690449e-01; 1.1166813716207264e+00; 6.9389889643447777e-02
110; 7; 9; 4.3927464510044534e-02; -1.6540183334928094e-01; 7.9521424746537539e-01; 1.7552205782744065e-01; 2.1174591332921994e-01; 4.6094089157458656e-01
111; 7; 11; -3.9028559630701412e-02; 5.6766965089659338e-01; 4.7692601200333223e-01; -4.8753962797910583e-02; 2.0973103438722812e-01; 6.8148655805889724e-01
112; 7; 12; 2.8007129027637878e-01; 3.6819774651573123e-01; 2.7339017868663329e-01; 1.9269553009201368e-01; 3.5921962688393066e-01; 3.6377715850204789e-01
113; 7; 13; 4.7164186062019547e-01; 2.4202949692600520e-02; 2.7339017868663329e-01; 4.5317745434013845e-01; 1.4724152053729169e-03; 3.0384318473122790e-01
114; 7; 14; 2.4731034560761384e-01; 4.2702512529755460e-01; 2.7339017868663329e-01; 1.2383299571784223e-01; -2.6619447587679496e-01; 7.7195191732516277e-01
115; 7; 15; 4.2096760610347400e-01; 1.1519646636563716e-01; 2.7339017868663329e-01; 2.5809923333256374e-01; -9.2228156227197600e-03; 5.0054964574939620e-01
116; 7; 21; 2.8863751453412134e-01; 3.5281575664226095e-01; 2.7339017868663329e-01; 7.9659691099455476e-02; 6.1222836294896710e-01; 3.3651240773839630e-01
117; 7; 22; 6.9977456465768473e-03; 7.6511802887700242e-01; 3.2429887862538198e-01; 2.6542857923967111e-01; -1.6195133955160901e-01; 5.7660146622860131e-01
118; 7; 23; 2.9928357649489457e-01; 3.3369909423117122e-01; 2.7339017868663329e-01; -3.8576609669108142e-02; -1.7252917869194029e-02; 7.9521424746537539e-01
119; 7; 25; -1.3050653959236880e-02; 5.5411959011864442e-01; 4.5889093718011675e-01; -2.0861859142989420e-01; 6.1873486986461568e-01; 6.1503908311219502e-01
120; 7; 27; 4.6745891747637719e-01; 3.1714075615011439e-02; 2.7339017868663329e-01; 1.1004848219889274e-01; 3.9805577730602593e-01; 4.2348272887543542e-01
121; 7; 29; 4.0023991361558364e-01; 1.5241626663656288e-01; 2.7339017868663329e-01; -1.1809692083039702e-01; 1.2553818638103464e-01; 7.9521424746537539e-01
122; 7; 31; 4.5771050540917235e-02; 7.8892032002354862e-01; 2.7339017868663329e-01; 3.8582464111573178e-02; 7.9231276063183242e-01; 2.7857543048127564e-01
123; 7; 34; -1.2849620316989452e-01; 3.9984866208574144e-01; 6.5591498944445692e-01; -2.0278435451182031e-01; 3.7968015411131151e-01; 7.3959387469603532e-01
124; 7; 35; -6.7541174579401328e-02; 6.0648037917985120e-01; 4.8367642487354928e-01; -9.9770329145341979e-02; 4.3237754392765987e-01; 6.1008220521371270e-01
125; 7; 36; 6.6878153649146732e-02; -2.0661337034678051e-01; 7.9521424746537539e-01; 3.0158511059048326e-01; 7.2602846299134882e-02; 4.1341228254238283e-01
126; 7; 38; 2.9210430131736492e-01; 3.4659060100906175e-01; 2.7339017868663329e-01; 3.7957588485494609e-01; -1.2377135905691844e-01; 4.4410688609264748e-01
127; 7; 41; 3.9885269485609470e-01; 1.5490723398328629e-01; 2.7339017868663329e-01; 6.1034508493011952e-03; 2.1753603864225718e-01; 6.2355710275709153e-01
128; 7; 44; 2.5706689418370765e-01; 2.3800909181337765e-01; 3.6684049542552333e-01; 9.1132498587590066e-02; -3.6981093508204638e-02; 6.7904764687742358e-01
129; 7; 47; 1.0158787380669049e-01; -2.6894007904714623e-01; 7.9521424746537539e-01; 2.7306661608412169e-01; 3.3203526701780600e-01; 2.9994936928164978e-01
130; 7; 48; 3.8301282215408217e-01; 1.8335019253403809e-01; 2.7339017868663329e-01; 3.0187760011587877e-01; 2.2236145186833661e-01; 3.3152105156830125e-01
131; 7; 49; -1.7465307832443480e-01; 7.6867070659162851e-01; 5.0010317660100290e-01; -2.0277802773138420e-01; 6.1788113793238231e-01; 6.0978946436085746e-01
132; 8; 12; 2.7959336459326178e-01; 2.1064038864591755e-01; 1.6511825992570550e-01; 7.2890180533345872e-01; 4.5615422899561897e-01; -1.6201749253961889e-01
133; 8; 15; 5.0164092380973380e-01; 7.8274143206677915e-02; 1.6511825992570547e-01; 6.3660408589657258e-01; 3.0132280849551552e-01; -2.8289189421111527e-02
134; 8; 20; 3.4453144957773785e-01; 6.2900257419908356e-01; -1.2615218978628756e-01; 5.8354744766299949e-01; 6.4108442986912539e-01; -2.2464789408461358e-01
135; 8; 24; 7.2671362012242335e-01; 2.1756925936282989e-01; -9.1475786817765137e-03; 4.2290183064078229e-01; 1.7652599247275930e-01; 1.3241822150842397e-01
136; 8; 31; 2.4398217031222291e-01; 4.6032874071687840e-01; 1.9531786646467320e-02; 5.6271783113381080e-01; 4.9447663407503784e-01; -1.2330915068863516e-01
137; 8; 38; 2.0458016544342650e-01; 2.5535700505407072e-01; 1.6511825992570550e-01; 1.7665206340343045e-01; 3.4738086755427339e-01; 1.1708512347560082e-01
138; 8; 41; 4.5178847020192769e-01; 1.0799202046362216e-01; 1.6511825992570547e-01; 5.9881594758409218e-01; 1.2508011585936640e-01; 9.8376583048174093e-02
139; 9; 11; 5.2277564017910116e-02; -9.3150313675913088e-02; 4.6094089157458656e-01; 9.4611241956614328e-03; -2.3311505120980158e-01; 6.8148655805889724e-01
140; 9; 14; 1.3571541565862608e-01; 1.1326772065821855e-01; 4.6094089157458656e-01; -1.0019234634827649e-02; -2.8336965696719629e-01; 6.9484529693148667e-01
141; 9; 15; 2.7259379136164741e-01; 4.5189299323988896e-01; 4.6094089157458656e-01; 2.4579959338992940e-01; 3.7949296996372928e-01; 5.0054964574939609e-01
142; 9; 21; 3.0823134706550753e-01; 5.4005722628534081e-01; 4.6094089157458656e-01; 3.7292862350252587e-01; 6.7302543535217119e-01; 6.3643674768148151e-01
143; 9; 22; 1.4672883681111612e-01; 1.4051397281940892e-01; 4.6094089157458656e-01; 2.6651849182043424e-01; 4.1901136259941568e-01; 5.7660146622860120e-01
144; 9; 23; 1.7384415957828711e-01; 2.0759493806328988e-01; 4.6094089157458656e-01; 7.9482491919105946e-02; -9.4902762208127475e-02; 9.0834240800497035e-01
145; 9; 26; 3.2953622654716491e-01; 4.8693416308330378e-01; 1.1466003649541578e+00; 3.8196318009527019e-01; 6.6937350641555105e-01; 8.0490544774266470e-01
146; 9; 27; 2.3997883637583400e-01; 3.7120641316041625e-01; 4.6094089157458656e-01; 3.3886620635318343e-01; 5.8072750850083799e-01; 6.8846529129663980e-01
147; 9; 29; 1.3985618205449629e-01; 1.2351161888024886e-01; 4.6094089157458656e-01; 2.5160325481700496e-01; 2.9413472592105744e-01; 1.1466003649541578e+00
148; 9; 35; 3.7207475989030475e-01; 6.7337058225577262e-01; 6.2051462784042999e-01; 2.2302266717945596e-01; 2.6361322178968893e-01; 8.8624936661939779e-01
149; 9; 36; 1.9476933026007004e-02; -1.7429624014849610e-01; 4.6094089157458656e-01; 2.1957695525176013e-03; -2.8820940164694198e-01; 9.2198677512454297e-01
150; 9; 41; 1.6175977398664426e-01; 1.7769921243143066e-01; 4.6094089157458656e-01; 2.2332069765301166e-01; 3.0489629054913958e-01; 6.2355710275709153e-01
151; 9; 42; 3.6752322608163740e-01; 6.7521039341321509e-01; 5.3564151025472340e-01; 2.1265178534184695e-01; 2.4814764595116029e-01; 8.2022224259818710e-01
152; 9; 43; 3.8642560645781271e-01; 6.2767357265258372e-01; 1.1466003649541578e+00; 3.9369373301784327e-01; 6.6463180767021346e-01; 1.0236467862442029e+00
153; 9; 44; 9.2625861852891345e-02; 6.6678883037832870e-03; 4.6094089157458656e-01; 8.7139931498611378e-02; -3.3903723517350576e-02; 6.3587070147306091e-01
154; 9; 45; 3.8706762202129436e-01; 6.6731019993408913e-01; 9.0008872397624384e-01; 2.0672333223700395e-01; 2.8114444034268143e-01; 5.1141630520968284e-01
155; 9; 47; 9.9627925903300885e-02; 2.3990389652342903e-02; 4.6094089157458656e-01; 3.3488939931840822e-03; -2.4516792030553547e-01; 6.6160758478223269e-01
156; 9; 48; 3.7770819284259083e-01; 6.7109344816515382e-01; 7.2556207722114008e-01; 2.5154076366178008e-01; 3.9329059887619433e-01; 5.0317703825149807e-01
157; 10; 13; 7.7493587545182663e-01; 3.1749310601268449e-01; 2.4121344727442845e-01; 5.3210835284141189e-01; -1.1425884614332957e-02; 8.1697178432241802e-01
158; 10; 14; 7.1557643481735722e-01; 7.1557334636475800e-01; 3.5099484191205577e-01; 4.7986539167370779e-01; -1.8540430061895408e-01; 9.4752197896478507e-01
159; 10; 16; 7.4598287692346599e-01; -1.4659161882923621e-01; 3.3735635241855499e-01; 5.9609857957294410e-01; -1.6332086411357344e-01; 6.8068548432664278e-01
160; 10; 18; 6.7987750263542523e-01; 7.1456164634835284e-01; 4.3257543245275404e-01; 5.5761774745117487e-01; 3.8754142270331554e-01; 7.3290584835305039e-01
