# FractureId; NumTraces
0; 7
# TraceId; Tips; Length
149; 1; 4.7522431936079246e-01
156; 1; 3.7755496131912825e-01
11; 1; 3.6286845226982550e-01
155; 1; 3.4926060408786758e-01
146; 1; 3.2472319566450430e-01
143; 1; 3.2448070218554659e-01
139; 1; 2.6469561061149338e-01
150; 1; 2.1543647821038087e-01
153; 1; 1.7965686602168354e-01
141; 1; 8.6767193239245519e-02
70; 1; 5.1344459412478012e-02
# FractureId; NumTraces
10; 27
# TraceId; Tips; Length
158; 0; 1.1059679206308379e+00
178; 0; 9.9849660171934984e-01
175; 0; 5.6938502417703540e-01
173; 0; 3.3129266381255895e-01
174; 0; 6.1036514153672873e-02
162; 1; 9.1180787712735489e-01
161; 1; 8.9344226089632450e-01
165; 1; 8.8777586775709461e-01
168; 1; 8.0899334561787073e-01
167; 1; 7.6690482068332633e-01
157; 1; 7.0615194598080222e-01
179; 1; 6.9434509606636285e-01
170; 1; 6.5463051593251897e-01
166; 1; 6.0907503004802821e-01
43; 1; 5.0269084482302495e-01
71; 1; 4.9334759254711796e-01
160; 1; 4.6053016527194829e-01
177; 1; 4.2422191302321982e-01
12; 1; 4.1882175187814547e-01
91; 1; 4.1816157727458658e-01
163; 1; 4.1798765587969688e-01
171; 1; 3.9830064002733406e-01
169; 1; 3.7856466366688668e-01
159; 1; 3.7499341735129743e-01
176; 1; 2.2143426630877694e-01
164; 1; 1.8829959712507519e-01
172; 1; 4.9589421373269216e-02
# FractureId; NumTraces
11; 20
# TraceId; Tips; Length
191; 0; 1.2188468145802751e+00
188; 0; 5.0627045363944068e-01
111; 0; 4.1238289690281066e-01
3; 0; 3.9439852449745560e-01
182; 0; 1.0296992401265104e-01
184; 1; 1.0648771738260840e+00
181; 1; 8.2776979494388436e-01
193; 1; 6.1234732468180042e-01
180; 1; 6.0693139225329518e-01
185; 1; 6.0349437559238295e-01
195; 1; 5.4757687624136009e-01
187; 1; 4.5521825605442684e-01
190; 1; 2.9531317310365923e-01
186; 1; 2.8851619876241535e-01
139; 1; 2.6469561061149338e-01
189; 1; 2.4469509490708494e-01
192; 1; 1.2781400211742835e-01
183; 1; 1.0477358321673684e-01
194; 1; 1.8188533229440088e-02
13; 1; 1.1440457748452860e-02
# FractureId; NumTraces
12; 14
# TraceId; Tips; Length
196; 0; 5.8495333437547492e-01
199; 0; 4.3459483311429092e-01
204; 1; 1.0614251912418557e+00
132; 1; 6.0759601814421038e-01
180; 1; 6.0693139225329518e-01
197; 1; 4.9881610400579968e-01
206; 1; 3.6687504891024803e-01
201; 1; 3.6482203614073894e-01
205; 1; 3.3489708988538902e-01
200; 1; 3.1474238645272784e-01
198; 1; 2.8181181388440446e-01
203; 1; 1.5758016341451656e-01
112; 1; 1.2603545620209725e-01
202; 1; 6.5340490992790512e-03
# FractureId; NumTraces
13; 20
# TraceId; Tips; Length
213; 0; 7.5816410239208887e-01
157; 0; 7.0615194598080222e-01
222; 0; 5.7302825171340610e-01
209; 0; 4.8928048764886450e-01
211; 0; 9.3868185844018431e-02
208; 0; 3.4258098207844601e-04
216; 1; 6.7825564302855668e-01
217; 1; 6.6877334178572767e-01
215; 1; 6.6825684774495775e-01
212; 1; 6.1764824218000480e-01
219; 1; 6.0020545214109977e-01
221; 1; 5.3204109757757290e-01
207; 1; 4.9386615504377435e-01
210; 1; 4.7816616804745393e-01
214; 1; 4.6689682389788517e-01
72; 1; 2.0730281162183384e-01
44; 1; 1.8996706192210366e-01
220; 1; 1.2636491986430687e-01
218; 1; 7.5059229172484157e-02
113; 1; 4.2249225726658804e-02
# FractureId; NumTraces
14; 31
# TraceId; Tips; Length
37; 0; 1.7440624831934881e-01
232; 1; 1.4946028386702264e+00
242; 1; 1.3383640386948075e+00
158; 1; 1.1059679206308379e+00
235; 1; 1.0326102134305755e+00
228; 1; 9.8131160857697963e-01
239; 1; 9.3656780717898935e-01
236; 1; 8.8545561466730127e-01
226; 1; 8.8248469577413224e-01
114; 1; 8.6276525116766190e-01
224; 1; 8.4763098081450794e-01
230; 1; 8.4413157921099158e-01
181; 1; 8.2776979494388436e-01
241; 1; 8.0728361418382744e-01
243; 1; 7.5941559832113825e-01
238; 1; 6.9425990821379091e-01
237; 1; 6.5648761976084946e-01
240; 1; 6.3386563686568287e-01
225; 1; 6.1228031129643568e-01
223; 1; 6.0485951235049995e-01
227; 1; 5.9725329824506768e-01
196; 1; 5.8495333437547492e-01
231; 1; 5.8490672423816537e-01
45; 1; 5.7390811464565517e-01
73; 1; 5.2753809088190018e-01
207; 1; 4.9386615504377435e-01
140; 1; 4.8298143698395513e-01
233; 1; 3.5698050371977152e-01
234; 1; 3.0293484895823447e-01
229; 1; 2.9163550699945978e-01
14; 1; 1.5575395183890220e-01
# FractureId; NumTraces
15; 20
# TraceId; Tips; Length
223; 0; 6.0485951235049995e-01
251; 1; 9.4157435013696122e-01
247; 1; 7.4207253052710276e-01
244; 1; 6.9767992464120843e-01
252; 1; 5.1876352563441186e-01
197; 1; 4.9881610400579968e-01
245; 1; 4.3816375382347539e-01
255; 1; 3.9292902289345577e-01
256; 1; 3.8093407970350929e-01
246; 1; 3.7004351762862081e-01
133; 1; 3.2461084958832137e-01
249; 1; 3.1319653400015235e-01
115; 1; 3.0595373515579266e-01
254; 1; 2.1957512729561771e-01
46; 1; 2.1108417996010384e-01
248; 1; 1.5119049650334149e-01
250; 1; 1.2802098645861901e-01
141; 1; 8.6767193239245519e-02
253; 1; 4.1646606643643280e-02
208; 1; 3.4258098207844601e-04
# FractureId; NumTraces
16; 19
# TraceId; Tips; Length
265; 0; 6.4869576984735744e-01
159; 0; 3.7499341735129743e-01
271; 0; 1.7152211529734482e-01
257; 0; 1.3335016800802477e-01
224; 1; 8.4763098081450794e-01
266; 1; 7.5043391029709905e-01
261; 1; 7.2374329895624967e-01
269; 1; 6.3465031905048264e-01
259; 1; 6.2035706557642667e-01
258; 1; 5.5575048792071413e-01
260; 1; 5.2030519809910847e-01
263; 1; 5.0885998254446674e-01
270; 1; 4.9284768261492201e-01
209; 1; 4.8928048764886450e-01
74; 1; 4.5977394119010545e-01
268; 1; 3.9313437954554198e-01
264; 1; 2.6588082192644508e-01
262; 1; 2.4586594132640935e-01
267; 1; 2.2091967426285641e-01
# FractureId; NumTraces
17; 14
# TraceId; Tips; Length
276; 0; 5.7813318023177229e-01
275; 0; 5.7141276143016972e-01
92; 0; 1.8037308236993058e-01
272; 1; 7.2096251388833710e-01
75; 1; 5.2284873226797357e-01
274; 1; 5.1449486644396136e-01
15; 1; 5.0797391303725326e-01
277; 1; 3.9728717813407938e-01
278; 1; 3.1081710518495481e-01
281; 1; 3.0027098848061817e-01
257; 1; 1.3335016800802477e-01
280; 1; 1.2523403959159524e-01
273; 1; 1.2244077852624445e-01
279; 1; 1.5334234204175685e-03
# FractureId; NumTraces
18; 22
# TraceId; Tips; Length
225; 0; 6.1228031129643568e-01
76; 0; 1.4828813920453793e-01
296; 1; 9.5034609099066369e-01
286; 1; 7.3941562791058080e-01
294; 1; 6.0398663078303827e-01
292; 1; 5.7845539597583240e-01
293; 1; 5.7349749831047225e-01
295; 1; 5.7226407872323359e-01
258; 1; 5.5575048792071413e-01
283; 1; 5.2825705364916253e-01
210; 1; 4.7816616804745393e-01
16; 1; 4.6385210114130870e-01
160; 1; 4.6053016527194829e-01
284; 1; 3.7981880314494182e-01
287; 1; 3.5349957052471886e-01
285; 1; 2.6881583157071914e-01
288; 1; 2.0183382647542725e-01
291; 1; 1.5471811972642133e-01
93; 1; 1.4546681590113172e-01
282; 1; 1.3457166423854341e-01
290; 1; 1.1346007221431874e-01
289; 1; 1.0847641805485227e-01
# FractureId; NumTraces
19; 13
# TraceId; Tips; Length
300; 0; 7.1282370419629681e-01
282; 0; 1.3457166423854341e-01
272; 1; 7.2096251388833710e-01
259; 1; 6.2035706557642667e-01
304; 1; 5.1849789208316599e-01
303; 1; 4.1137564240800994e-01
299; 1; 4.0979010525824028e-01
17; 1; 3.8492992607914428e-01
301; 1; 3.7838499031190354e-01
298; 1; 3.7250681748203807e-01
302; 1; 2.7273963741562918e-01
211; 1; 9.3868185844018431e-02
297; 1; 2.8412567098886340e-02
# FractureId; NumTraces
20; 7
# TraceId; Tips; Length
305; 1; 5.9835354302756272e-01
307; 1; 5.9249086595994715e-01
38; 1; 5.2300954394792043e-01
134; 1; 2.5879726107968914e-01
107; 1; 1.4973175970221278e-01
306; 1; 1.2889594698634529e-01
182; 1; 1.0296992401265104e-01
# FractureId; NumTraces
21; 32
# TraceId; Tips; Length
161; 0; 8.9344226089632450e-01
226; 0; 8.8248469577413224e-01
316; 0; 4.1444694135893845e-01
323; 0; 1.8560664643469077e-01
183; 0; 1.0477358321673684e-01
309; 1; 9.6237669143164106e-01
327; 1; 7.0977970367169751e-01
244; 1; 6.9767992464120843e-01
212; 1; 6.1764824218000480e-01
314; 1; 6.1747279010479728e-01
319; 1; 6.1695784848523849e-01
326; 1; 6.0896475776060732e-01
283; 1; 5.2825705364916253e-01
260; 1; 5.2030519809910847e-01
312; 1; 4.5992181152418038e-01
324; 1; 4.5027101641261663e-01
310; 1; 4.1095894502540903e-01
317; 1; 3.9889715492935668e-01
313; 1; 3.8125375513747067e-01
116; 1; 3.3904431391603035e-01
322; 1; 3.2322824465650823e-01
321; 1; 3.2000147013463687e-01
198; 1; 2.8181181388440446e-01
142; 1; 2.2948873112094251e-01
320; 1; 2.0981623661718213e-01
325; 1; 2.0034734196697476e-01
315; 1; 1.8790517818365202e-01
318; 1; 1.7110353476012446e-01
308; 1; 1.6816275349356882e-01
311; 1; 1.5996254949720234e-01
94; 1; 1.5014470862621840e-01
18; 1; 1.2447664614277415e-01
# FractureId; NumTraces
22; 23
# TraceId; Tips; Length
117; 0; 9.9493753841209864e-01
305; 0; 5.9835354302756272e-01
335; 0; 9.5965957148852712e-02
184; 1; 1.0648771738260840e+00
332; 1; 8.6375666718228183e-01
336; 1; 8.5015841269920334e-01
328; 1; 6.1898224823853365e-01
227; 1; 5.9725329824506768e-01
331; 1; 4.9703175961981028e-01
199; 1; 4.3459483311429092e-01
4; 1; 4.2160911792667893e-01
340; 1; 3.9850311865155519e-01
338; 1; 3.6092668112324511e-01
143; 1; 3.2448070218554659e-01
47; 1; 3.1618758581756456e-01
334; 1; 2.5745090772180412e-01
330; 1; 2.3423202477595265e-01
329; 1; 2.0888544717545254e-01
308; 1; 1.6816275349356882e-01
333; 1; 1.4783836405562725e-01
337; 1; 1.4529971490089216e-01
339; 1; 9.5044694975166585e-02
341; 1; 5.5127780077848111e-02
# FractureId; NumTraces
23; 28
# TraceId; Tips; Length
228; 0; 9.8131160857697963e-01
309; 0; 9.6237669143164106e-01
261; 0; 7.2374329895624967e-01
346; 0; 2.0962264456551652e-01
345; 1; 1.3300331137214059e+00
343; 1; 9.5462523364385499e-01
162; 1; 9.1180787712735489e-01
352; 1; 8.8212758396687174e-01
213; 1; 7.5816410239208887e-01
355; 1; 7.4673713670490427e-01
118; 1; 7.1387476419108054e-01
356; 1; 6.8553782288197962e-01
347; 1; 6.8526175581343107e-01
348; 1; 6.5495659492842340e-01
350; 1; 6.4675749893412782e-01
328; 1; 6.1898224823853365e-01
349; 1; 6.0582187790190567e-01
185; 1; 6.0349437559238295e-01
342; 1; 5.9807208019662961e-01
353; 1; 5.9672111346388013e-01
144; 1; 5.4824912211249821e-01
245; 1; 4.3816375382347539e-01
48; 1; 3.2597142212739499e-01
200; 1; 3.1474238645272784e-01
77; 1; 1.7500582881682736e-01
354; 1; 1.2421265986495533e-01
344; 1; 7.9836739385102273e-02
351; 1; 1.8269470125619542e-02
# FractureId; NumTraces
24; 20
# TraceId; Tips; Length
365; 0; 9.1594720327221812e-01
310; 0; 4.1095894502540903e-01
284; 0; 3.7981880314494182e-01
246; 0; 3.7004351762862081e-01
135; 0; 3.3767888439838567e-01
229; 0; 2.9163550699945978e-01
364; 0; 2.1868792004327745e-01
360; 0; 2.0842563303540973e-01
357; 0; 1.7327692022259789e-01
342; 1; 5.9807208019662961e-01
214; 1; 4.6689682389788517e-01
163; 1; 4.1798765587969688e-01
358; 1; 3.2320722978942362e-01
363; 1; 2.5372247623403871e-01
262; 1; 2.4586594132640935e-01
361; 1; 2.3411656572665804e-01
359; 1; 2.0922272072655768e-01
49; 1; 2.0628574193534777e-01
362; 1; 1.4623086939220697e-01
297; 1; 2.8412567098886340e-02
# FractureId; NumTraces
25; 13
# TraceId; Tips; Length
19; 0; 3.0318395293005934e-01
119; 0; 2.5846507698565907e-01
367; 1; 8.4738823699890353e-01
370; 1; 5.8668959231179119e-01
371; 1; 5.0999038075769210e-01
50; 1; 3.6637188742059468e-01
366; 1; 3.2337647737518949e-01
95; 1; 3.1592384318204880e-01
368; 1; 3.0109577005753951e-01
329; 1; 2.0888544717545254e-01
311; 1; 1.5996254949720234e-01
369; 1; 1.4677487957712568e-01
273; 1; 1.2244077852624445e-01
# FractureId; NumTraces
26; 11
# TraceId; Tips; Length
20; 0; 6.2264135513784147e-01
373; 0; 4.6734052579369390e-01
375; 0; 3.8009660923537142e-01
96; 0; 3.1802728350911846e-01
374; 0; 1.2046312069858736e-01
145; 1; 3.9088120433452150e-01
372; 1; 3.5849312813247491e-01
51; 1; 2.8604972919225724e-01
164; 1; 1.8829959712507519e-01
78; 1; 1.4229570102831160e-01
376; 1; 7.7910213708733578e-02
# FractureId; NumTraces
27; 30
# TraceId; Tips; Length
230; 0; 8.4413157921099158e-01
186; 0; 2.8851619876241535e-01
380; 0; 1.5364841990270411e-01
343; 1; 9.5462523364385499e-01
165; 1; 8.8777586775709461e-01
383; 1; 7.6222154856684354e-01
247; 1; 7.4207253052710276e-01
378; 1; 7.1993853745243341e-01
389; 1; 6.7616921434791155e-01
385; 1; 6.6832441573916379e-01
215; 1; 6.6825684774495775e-01
52; 1; 6.4841762967191341e-01
120; 1; 5.3336313639516486e-01
263; 1; 5.0885998254446674e-01
387; 1; 4.6770087452259024e-01
312; 1; 4.5992181152418038e-01
381; 1; 4.2360347217407990e-01
390; 1; 3.7331556112257103e-01
201; 1; 3.6482203614073894e-01
386; 1; 3.3151819618747275e-01
146; 1; 3.2472319566450430e-01
285; 1; 2.6881583157071914e-01
377; 1; 2.4376424681270981e-01
330; 1; 2.3423202477595265e-01
384; 1; 1.9903200414361197e-01
357; 1; 1.7327692022259789e-01
382; 1; 1.4519292548355789e-01
379; 1; 1.2907603797750661e-01
388; 1; 9.9297097086766525e-02
21; 1; 3.2205721229195551e-02
# FractureId; NumTraces
28; 18
# TraceId; Tips; Length
394; 0; 2.6448651278908525e-01
248; 0; 1.5119049650334149e-01
202; 0; 6.5340490992790512e-03
395; 1; 8.7201812790973099e-01
286; 1; 7.3941562791058080e-01
393; 1; 6.7255169337014775e-01
166; 1; 6.0907503004802821e-01
231; 1; 5.8490672423816537e-01
392; 1; 4.0898971470546736e-01
313; 1; 3.8125375513747067e-01
298; 1; 3.7250681748203807e-01
358; 1; 3.2320722978942362e-01
22; 1; 2.7949254124386452e-01
264; 1; 2.6588082192644508e-01
377; 1; 2.4376424681270981e-01
391; 1; 8.8697810397097857e-02
344; 1; 7.9836739385102273e-02
79; 1; 6.0080722747593435e-02
# FractureId; NumTraces
29; 30
# TraceId; Tips; Length
232; 0; 1.4946028386702264e+00
403; 0; 7.8709745664365105e-01
407; 1; 1.3376069172495557e+00
345; 1; 1.3300331137214059e+00
402; 1; 8.6371444172994061e-01
405; 1; 8.2743771165772695e-01
167; 1; 7.6690482068332633e-01
121; 1; 7.3599990753973865e-01
378; 1; 7.1993853745243341e-01
147; 1; 7.1535205763484022e-01
216; 1; 6.7825564302855668e-01
265; 1; 6.4869576984735744e-01
80; 1; 6.3069832728828168e-01
53; 1; 6.3045861598887976e-01
314; 1; 6.1747279010479728e-01
399; 1; 6.1348471200489718e-01
401; 1; 5.3708322507412720e-01
331; 1; 4.9703175961981028e-01
187; 1; 4.5521825605442684e-01
287; 1; 3.5349957052471886e-01
400; 1; 3.1484993985536408e-01
249; 1; 3.1319653400015235e-01
396; 1; 2.8605697120784496e-01
404; 1; 2.8413320620788485e-01
203; 1; 1.5758016341451656e-01
23; 1; 1.4004828748305068e-01
97; 1; 1.0041749859015468e-01
406; 1; 9.2286857992465776e-02
398; 1; 8.2193698631917958e-02
397; 1; 4.2640788759966873e-02
# FractureId; NumTraces
30; 12
# TraceId; Tips; Length
98; 0; 7.6128311330849008e-01
408; 0; 7.0531627014905440e-01
372; 0; 3.5849312813247491e-01
409; 1; 6.6352905733044432e-01
411; 1; 5.6417288082499284e-01
274; 1; 5.1449486644396136e-01
299; 1; 4.0979010525824028e-01
410; 1; 3.5868581597421839e-01
54; 1; 3.0678991271705097e-01
413; 1; 2.9355110543836521e-01
24; 1; 2.1802353766625066e-01
412; 1; 1.1225651454970188e-01
# FractureId; NumTraces
31; 7
# TraceId; Tips; Length
332; 0; 8.6375666718228183e-01
414; 1; 5.9193615012584910e-01
188; 1; 5.0627045363944068e-01
136; 1; 3.5094448774549120e-01
346; 1; 2.0962264456551652e-01
108; 1; 3.7749700950232855e-02
122; 1; 9.4905881960352864e-03
# FractureId; NumTraces
32; 16
# TraceId; Tips; Length
233; 0; 3.5698050371977152e-01
416; 0; 3.2332056345445537e-01
419; 0; 2.0484732564070907e-01
81; 1; 8.7741980933355013e-01
417; 1; 8.3468425922822209e-01
168; 1; 8.0899334561787073e-01
266; 1; 7.5043391029709905e-01
347; 1; 6.8526175581343107e-01
415; 1; 6.7099456032597060e-01
217; 1; 6.6877334178572767e-01
418; 1; 3.0002900734229415e-01
396; 1; 2.8605697120784496e-01
288; 1; 2.0183382647542725e-01
315; 1; 1.8790517818365202e-01
379; 1; 1.2907603797750661e-01
55; 1; 1.1323699097574400e-01
# FractureId; NumTraces
33; 10
# TraceId; Tips; Length
415; 0; 6.7099456032597060e-01
397; 0; 4.2640788759966873e-02
82; 1; 6.5083394501699043e-01
421; 1; 4.2210923466165090e-01
422; 1; 3.7215019449520353e-01
420; 1; 3.5979784083604299e-01
423; 1; 3.2783791049650990e-01
234; 1; 3.0293484895823447e-01
267; 1; 2.2091967426285641e-01
218; 1; 7.5059229172484157e-02
# FractureId; NumTraces
34; 10
# TraceId; Tips; Length
99; 0; 8.0011000011290978e-01
123; 0; 1.1369984160350594e-01
25; 1; 9.0393217642189116e-01
408; 1; 7.0531627014905440e-01
425; 1; 5.4821114048019493e-01
373; 1; 4.6734052579369390e-01
366; 1; 3.2337647737518949e-01
56; 1; 3.1062652326103490e-01
426; 1; 1.3128606892244232e-01
424; 1; 9.6523469108399568e-02
# FractureId; NumTraces
35; 19
# TraceId; Tips; Length
428; 0; 7.8206681290619673e-01
57; 0; 6.4832288190895948e-01
430; 0; 5.3001596569345488e-01
124; 0; 2.1755214765727460e-01
398; 0; 8.2193698631917958e-02
427; 0; 6.2393320231845635e-02
26; 1; 8.8368803295815745e-01
367; 1; 8.4738823699890353e-01
431; 1; 6.4303583459504898e-01
432; 1; 5.7705607776268120e-01
148; 1; 5.1061979220506304e-01
83; 1; 4.2156776278981545e-01
316; 1; 4.1444694135893845e-01
169; 1; 3.7856466366688668e-01
100; 1; 3.4256644263550529e-01
189; 1; 2.4469509490708494e-01
429; 1; 1.7931957841530666e-01
380; 1; 1.5364841990270411e-01
333; 1; 1.4783836405562725e-01
# FractureId; NumTraces
36; 22
# TraceId; Tips; Length
235; 0; 1.0326102134305755e+00
399; 0; 6.1348471200489718e-01
359; 0; 2.0922272072655768e-01
435; 0; 1.5962104701772944e-01
436; 1; 1.0147308726105231e+00
433; 1; 7.8949769956041427e-01
348; 1; 6.5495659492842340e-01
170; 1; 6.5463051593251897e-01
58; 1; 5.9895445080443543e-01
125; 1; 5.2803578637605542e-01
149; 1; 4.7522431936079246e-01
381; 1; 4.2360347217407990e-01
317; 1; 3.9889715492935668e-01
420; 1; 3.5979784083604299e-01
416; 1; 3.2332056345445537e-01
434; 1; 3.2007771748560876e-01
190; 1; 2.9531317310365923e-01
84; 1; 2.9325172090586371e-01
334; 1; 2.5745090772180412e-01
27; 1; 1.4498749477242048e-01
250; 1; 1.2802098645861901e-01
289; 1; 1.0847641805485227e-01
# FractureId; NumTraces
37; 17
# TraceId; Tips; Length
439; 0; 8.8874183004339502e-01
236; 0; 8.8545561466730127e-01
438; 0; 5.9762589789035681e-01
400; 0; 3.1484993985536408e-01
417; 1; 8.3468425922822209e-01
433; 1; 7.8949769956041427e-01
349; 1; 6.0582187790190567e-01
219; 1; 6.0020545214109977e-01
421; 1; 4.2210923466165090e-01
85; 1; 4.0879329399964276e-01
171; 1; 3.9830064002733406e-01
268; 1; 3.9313437954554198e-01
59; 1; 2.4769903947436184e-01
318; 1; 1.7110353476012446e-01
382; 1; 1.4519292548355789e-01
437; 1; 1.1647465712572146e-01
290; 1; 1.1346007221431874e-01
# FractureId; NumTraces
38; 26
# TraceId; Tips; Length
414; 0; 5.9193615012584910e-01
5; 0; 4.8118971767339030e-01
291; 0; 1.5471811972642133e-01
306; 0; 1.2889594698634529e-01
440; 0; 1.0805176428862867e-01
172; 0; 4.9589421373269216e-02
191; 1; 1.2188468145802751e+00
204; 1; 1.0614251912418557e+00
251; 1; 9.4157435013696122e-01
383; 1; 7.6222154856684354e-01
441; 1; 7.3253635884448509e-01
237; 1; 6.5648761976084946e-01
350; 1; 6.4675749893412782e-01
319; 1; 6.1695784848523849e-01
444; 1; 5.4822101374381460e-01
